NAME,TITLE,RATING,REVIEW
Prince Joseph,"
3.5 stars... Could have got 4 if build quality was a little better
",5,"

  The overall body quality is not as good as A series phones... Does not have Knox security and hence Samsung Mini Pay... Otherwise pretty good phone for around 18k...

"
Shivendra Mishra,"
Worth every penny.😄
",5,"

  Amazing product. Camera quality is very nice, rear camera gives crystal clear pic thiugh I would recommend a little working on the front facing camera. The 6bg-128gb variant is the best as you get a pretty good ram and heavy storage capacity and it would last long. Product design is very attractive and gives a rich look and I must say they do have value of money. It is worthevery penny you spent. Over all I am more than satisfied with the device.😊

"
Varun LV,"
Sad due to backpanel of this smartphone😔
",5,"

  Why did you use cheap quality back side of the smartphones at this range. After 1 month it gets scratches and dust spots everywhere which seems impossible to remove. Even after backcover is there , the dust particles and scratches are damaging it's shine. I think it will  lower the newness of my smartphone. Truly sad by this. Another factor is that 15 watt charger which takes more time than it is mentioned i.e. 160 minutes.

"
Devraj Sharma,"
Recommended phone to buy in the budget
",4,"

  I like this phone very much. The battery life of the phone is very good. Even With vigorous usage you can get a battery backup for a long time. The camera quality is too good. You can have some many features like live focus, macro,slow motion,hyper lapse and many more. The fingerprint reader is good but most of the you have to clean it to get the fingerprint detected.face unlock work fine and fast too.

"
HIMANSHU UPADHYAY,"
Samsung M31..
",5,"

  The packing was not upto the mark. Inside the Samsung pack the phone was very loosely positioned. The outer pack of the Original Samsung packet was not seen as if somebody had already opened the pack..

"
shailesh,"
Phone review
",4,"

  Like1- battery backup2- Look3- Features like finger print, eye scanningDislike1- Sound and volume is very low2-will go on hold if you take it near the ear3- Video and pictures takes to much space4- Heat up sometimes

"
surojit das,"
Best choice..go with a phone....over all good phone
",5,"

  LikesBattery life is good 👍Both the camera are good...(nature photography)Face defection goodFingerprint goodBoth speaker are goodSpecial features like ultra data saving modeBlue light filter, focus mode, fast charging, wifi Calling and light weightDislikesFront camera filter not availableSamsung keyboard not good

"
Arjun,"
Truly the best phone ever.
",1,"

  This is truly one of the best phones I have ever used till date. The battery life is amazing and the phone gets charged within one and a half hours and the camera quality is the best. The pictures clicked seem very realistic. The fingerprint sensor is upto the mark. It has amazing features. Truly a mega monster at the best and reasonable price. Highly recommend. I am loving this phone.

"
Samsung Galaxy m31 buyer-AVS,"
Overall good phone in this budget.
",4,"

  Fingerprint is not that much quick but yes reasonably good response.Camera quality is also good.Though it say 6000 mah battery but it does not stand for 48 hours. On an average it gives backup around 26-30 hours for average use. But overall it's good phone in this budget.

"
Meera Dedhia,"
Must Buy middle range with high range features.
",4,"

  Everything is just awesome... Ya but battery life is not that good which was explained in the add. But it's not a big issue for me. The features, the look, the camera, the speed, the working capacity, gaming capacity, everything is just awesome... Must buy product from middle range and for middle class.

"
Sitaram Nagade,"
Super battery and screen quality
",5,"

  I am writing this after 2 weeks of use.Overall , I am impressed on different aspects of the phone.Standout pros are :-1. super long battety(lasts 2 days with moderate use)2. Screen quality amazing, watching videos are quit fun even from acute angles3.  Wide angle view of the camera is awesomeCons so far:1. Phone hangs sometimes(once a day)  Especially on YouTube,  also the keypad has  stuck few times

"
mazhzr imam,"
Honest and Genuine REVIEW.
",4,"

  Best Ever Smart Phone For Casual Use. Monster Battery, Spectacular Display, Crystal Clear Camera, and Good Performance. Not Suggested For Gaming But Smoothly Runs Free Fire And Below 1GB Games And Apps.I Had Been Using This Device Since 5 Months.My Experience was Pretty Good.But Only Problem is.. When You Let Fall on Mobile Screen it Brokes up. It is Delicate. So Use It Carefully.

"
Rakshit Chauhan,"
Sleek, Stylish and Value for Money.
",5,"

  Camera quality is good for everyday needs.. Battery easily lasts 1.5 days, observed for 3 weeks now. Power mode is a real life saver at times. With 4%, you can take calls and extend life for an hour if you are just using it for calls. Fingerprint reader is smooth as well. Nothing can beat the screen quality, even at lowest brightness level, it is good.

"
Uma mahesh,"
Comfortable and Efficient
",4,"

  I switched to Samsung after 10 years of Nokia, Xiomi and LG usage. This piece has a plastic feel so it was offputting at first, but slowly it grows on you.Its durable, because it has taken random falls without a scratch and works well. The performance  is great, and 64 MP camera is good. The camera quality is well above average. It's a good phone.

"
Amazon Customer,"
Mainly network range is not good & heating issue around camera & screen
",4,"

  Back Camera is good in day but at night it is trouble and at indoor low light it is not very gooddigital zoom is averageFront camera is goodIt not take 32 mp shot only up to 21 mpScreen is niceIn pubg at smooth + extream &hdr+ultra but not smoothly  runPubg lite is to much lagsRange of mobile network is low than other  deviceProcessor is not good

"
shailesh,"
10 W or 15 W charger with the package?
",4,"

  Hi Samsung India...Is this a 15 watt charger.5v and 2A amounts to 10 Watts. As marked over the side label of the charger adapter I received with the package.Also, kindly improve on packaging. Thank you

"
surojit das,"
M31 with few disadvantages and advantages
",5,"

  Heating issue while using continuous for an hour n above at top half. Apart from 64MP/32MP camera others are just gimmick factors. Battery life is very good, display is vibrant and punchy.Phone on a count 1/10  hangs on bottom half with the keyboard layout though I'm using the default keyboard. Using from march 2020. Basic content watching is good and OTA updates are fine and taken care by Samsung.

"
Manish,"
The best phone, at this price
",1,"

  For this price, there cant be a better phone. The fingerprint reader is a little slow, but overall, this phone can't be better. The Ram and storage is more than perfect, I can go hours playing PUBG or COD, with no lagging. And the camera, i compared my M31's camera to my friend's iPhone 11 pro max, and our friends couldn't make out the difference, so you know your camera is best, when it's being compared to a 1 lakh INR phone

"
Vjalger,"
Very Good phone in this budget
",4,"

  Overall the phone is very good. Its batter, camera other features everything.I have found one problem-Google Pay is not getting installed in this device. While installing the same its showing as ""your device is compatible"" something kind of this, which is unexpected.I would request the service provider to get it checked and resolve the issue. Thanks.

"
jai,"
Overall it's a good phone giving full satisfaction regarding performance, brand and look
",4,"

  This mobile is nice look wise and of course brand satisfaction. Camera is good. Fingerprint sensor is good. Battery life is also good. Sound quality is not good. Frequently voice goes poor and automatically reaches to low level, which creates problem. While picking the phone to reply calls the phone stops ringing, as if phone gets disconnected. Then again it picks up.

"
Amazon Customer,"
Go for it.
",5,"

  It's been over 2 months since I am using this product and guys I really liked this product. It's better than the cell phones which I was using previously in all dimensions. The camera is very sharp, especially for a close shot. Here only one thing which I felt negative is that it is heavier than its rivals but I don't think would be a reason not to buy it. So I am recommending my both thumbs up for it.

"
Amazon Customer,"
Simply the best.
",4,"

  No words. Such a wonderful phone by Samsung. Display features are simply awesome. Excellent  quality of both the cameras. Simply the best phone in this price range. Thanks Amazon and Samsung.

"
Ankit talhedi,"
Versatility is astounding
",4,"

  The best thing about the phone is its versatility. Its battery stands out at 6000 mAH which is not available in the phones in its range. I drove 500 km with songs playing on the phone and navigation in power mode and lost mere 45 percent of battery. I appreciate the camera, display, UI and design of the phone. Overall it offers alot according to the price range and is full package and worth every penny.

"
Shiv Pratap Singh,"
Samsung need to work on their processor
",4,"

  This phone is value for money. Battery life is very good but it takes long time to fully charged. Amelod screen simply awesome. UI Simply very good.face unlock is very fast but fingerprint not so good. Call quality best in class. There is only one problem in this phone internet speed is very slow compare to any other phones in this price range I don't know  why this happened. Build quality is also fair.

"
Nikhil Prakash Srivastava,"
Just perfect
",5,"

  This is the perfect phone for anybody. The best display ever by samsung. The best camera for any price range nearby. The body is light. The user interface is excellent. It can also handle long and heavy gaming without any trouble. I play pubg with full graphics without any lags. Battery is supreme around 1 and half days with heavy usage.It is the best phone in the range and must buy for all in this budget.

"
shailesh,"
Very Good Phone for day to day usage
",4,"

  Very Good Phone for day to day usage, it's an all-rounder phone but if want to buy it for gaming, this is not the right one but if you want an all-rounder phone for day to day usage it's a definitely great phone. I am very happy with it's battery and camera and also with a little bit of gaming, ageing it's not a gaming phone.  I Think It will help you

"
surojit das,"
Complete package in one mobile Samsung m31
",5,"

  It's a totally complete package Samsung m31 mobile. All in one and everything in this mobile good fingerprint reader, good camera quilty and good battery life I have charged  one time or used around 48 hours with multitasking never off my mobile data during use mobile. It's really awesome  mobile in coming mobiles I suggest to everyone if you have a low budget or you want everything  in one mobile so please you have to or absolutely  buy it...🙂👍

"
Ankush Das,"
MONSTER M31. POWERFUL
",1,"

  It's really a MONSTER, again Samsung added a feather in is Success that.Pros: Camera, battery, Amoled display, storage, price, Android 10, speed etc.Cons: nothingFinally Fast delivery by Amazon. Thanks

"
Dixit kumar,"
Premium Display at lower cost
",5,"

  Considering the price of 16.5 k ,  my openion about M31 are ....Display : Premium qualityBattery : ExcellentFinger recognition: very fastCamera : Best within 25 K mobilePicking range : very good , improved from old samsung phones (with tradeoff with sar value)Mobile is very handy ...Overall best value for money smart phone ..

"
Vignesh Gobinath,"
Happy with the product but not with the company services.
",5,"

  I am really very happy to bought this smartphone. Especially it's really fast working and fingerprint unlock is very good. Also the product quality is really good,Battery life is also good. The one main thing is that the extra Samsung care services is not so good, Samsung is not the customer oriented brand and mislead their customers through there online prices quotes whether of spare parts or something else.Thankyou!

"
praveen kumar m,"
Nice Purchase
",5,"

  I gifted this phone to my Father. He is happy with this product. His main criteria was Camera quality and performance. Battery life is less as expected on a newly purchased phone. Overall he is happy  with overall phone and also with other in-built Samsung features.

"
Abhinav Bansal,"
M31 super cool phone
",5,"

  I was planning to buy a Non-Chinese Smartphone  and finally decided to buy Samsung's M31. I liked the phone very much. Good Battery life and Super awesome camera.I think my choice was correct.

"
PS,"
Worth for money in budget
",5,"

  Yap, I just got my product 3 days back.it's good product from samsung with good camera ,speed features. Light weight. There is only backlog which back side pannel is made up of plastic(fiber) it's very delicate. otherwise the phone was superb..I will write review after 1 or 2 months about my phone working condition.

"
Abhi,"
Great Phone with great battery
",4,"

  As I am not heavy user. But I am very satisfied with the performance, camera quality, network reception of the phone. Battery life is very for moderate use one n half day. Also got in exchange with a old phone. So got this in reasonable price.

"
kumar raja,"
Simply awesome M31 go wild to see the monster one .
",5,"

  Really as the quality of Samsung speaks as it's all products and probably I want to say the phone really awesome on every usage and the battery life is impossible stands a lot . So that's why it's called called as mega monster battery  6000mah enough to stand for 2days on moderate usage. So without any confusion we can go and afford this M31 . I am happy with the product . Thanks for reading my opinion

"
shailesh,"
Impressed by one, so bought another M31.
",4,"

  My M31 is pretty good with overall good & snappy performance, great battery life,  impressive camera. As i usually don't do a lot of gaming but i use it very often for which this Exynos 9611 fulfills my requirement.Just two issues so far, fingerprint sensor is kinda very sensitive & heating issue while charging.Otherwise, this phone is great, due to which i bought another M31 for my father!

"
surojit das,"
sam sings
",5,"

  i am just in love with the product, good battery life, last me about 1.5 days, with good whats app , youtube ,music and fm usage and have loads of application, i am not a gaming freak hence unable to comment. The camera is fabolous one of the best.

"
ANINDITA DAS,"
Samsung M31, ACHCHE SE ACHCHA AUR SASTE SE SASTA
",1,"

  The M31 performance is amazing, and comparison is best compititive as price and technical specifications. camera quality is great, fingerprint reader is tofast, battery backup use is more successful, design very good one hand can handle, Easy to use and operation. Thanks samsung to provide us a brand mobile is compititive value with full technical specifications.

"
Rajesh R.,"
A must at this price.
",4,"

  Excellent  phone at this price, loving it. The battery is really good after playing pubg  for 2 hours it drains only by 25-28 % at max. The camera is good and it looks good. The battery  doesnt make it much heavy and is an affordable  phone and totally worth the cost. It doesn't  heat much but the temperature  rises a bit

"
Atul tripathi,"
The phone will last a whole day with the insane 6000mAh of power
",5,"

  The only think that I find annoying is that at times the phone auto restarts (thrice as of now) and rarely kind of hangs up on you, other than that Samsung M31 is a an amazing phone to have for its price range. A little warning is that you have to buy a cover since the back of the phone is not smudge proof and scratch proof to a certain degree. P.S bought the phone on the release date

"
Sanjeev Kaushal,"
Impressive mobile
",5,"

  Camera quality impressive but I got defected phone at first. Got only 3gb out of 6gb but it's ok. And also impressing settings. Best phone at 16.5k. But after the product reaches u, check IMEI number that it is ""00"" in both slots...If not replace mobile because it may be used one. And do heavy check on mobile after it reaches. Do benchmark test also. Also check scratches on mobile.

"
Jeswin M J,"
Worth every penny spent.
",5,"

  I have been using Samsung Galaxy M31 for the past 5 months and its striking feature is battery life....its worth the money spent.I dont have to worry about my phone switching  off in between meetings and urgent calls.The second thing to mention is the camera quality.Me being a littile into photography ...this one has pleased  my creative senses and the perfect shot is worth a watch.

"
Narayanankutty,"
Awesome budget phone with highend specs
",5,"

   I bought this phone for my mom. I already have good impression on Samsung devices but this mobile stands in the top budget phones. It has everything what a regular user expects from mobile. Especially the 6000mah battery lasts for 2-3 days on standby. Really loved the mobile a lot and it's a best suggestion for buying in the range of 15k.

"
SABI K,"
The best android you could afford at this price
",4,"

  If we compare the phone on it's price, then definitely it's worth of buying. The camera quality is better than expected, though you can't zoom in or zoom out while clicking photos at 64mp. Same goes for selfie 32mp mode.Battery life is too good. For daily use applications, 28-36 hours of battery life. RAM and processor speeds are good enough to contain high memory usage games.

"
Ladeela Sai Arjun,"
Not the best but good
",4,"

  Using mobile from last 10 days and i promised you that you'll be not disappointed by it. Battery backup is just awesome.  Can give you a full day backup with heavy usage like PUBg and youtube. But the only big con is slow charging

"
shailesh,"
Awesome handset
",4,"

  Nice fingerprint reader, battery life is  awesome - no need to charge daily, camera quality is amazing. A perfect mobile phone with amazing features in this range. It is a nice handset in comparison to other mobiles

"
surojit das,"
Highly recommendable mobile
",5,"

  Samsung M31 is one of the bestest phone I ever purchased.It is one of the finest quality mobile with great camera of 64MP+8MP+5MP+5MP.This mobile has supernatural colours and it's very attractive and authentic. The touch is also smooth and the effeciency is 💯.I recommend everyone to take this mobile if u r going under 20k range.Many of my friends also have taken this phone on my advice.Its really good.Trust me taking this phone u will not repent at all.

"
VIJAY SHRIVASTAVA,"
It is really a mega beast
",1,"

  What a mega BEAST completely secured phone by samsung you need not worry about any thing samsung inbuilt features are very useful in set up of phone as wll as exploring the features of mega BEAST the cameras good natural colors and amoled display is at its best and the main highlight 6000mah battery is very much fascinating but it heats up while charging the phone. Camera quality is awesome and the quad cameras are the best

"
Bhavesh gupta,"
Worthfull superb..phone
",5,"

  Camera quality somehow not match with my expectations.. but all the features I loved it..

"
ARK 4530,"
Samsung m31
",5,"

  For personal use the phone is perfect, camera quality is also good. The best thing I felt with this phone is battery, i got 24 to 30 hours of battery life with gaming. Sometimes(once or twice in a week) the phone got hanged for 3 to 4 seconds but the issue was resolved after second update. Fingerprint reading is normal there is no issue till now. With 2 months usage the phone is performing very well.

"
Saurabh,"
Awesome by brand and convenient by price.
",5,"

  After a long time Samsung took this opportunity to realease a excellent device in budget rate. Device stands strong on there specifications and quality. This is the first time I bought a samsung device and I think I'll continue with my preferences with this brand in future also. Thanks Samsung :)

"
Hamna sunil,"
Samsung M31 is lit
",5,"

  This is called a camera phoneExcellent cameraBut they might have given bigger charger, coz it takes around 3 hours to full charge, nd finger print sensor and face unlock is bit slowBtw display is just beyond the worldNd processing nd ram management is also goodI think it's worth buying this phone in this prize segment.

"
Vikas Thakur,"
Not Best
",5,"

  64 MP+32 MP Camera of M31 as 13 MP back camera+front as 8 mp camera as my old 2015 model j7 duos mobile.not better.Processor also not fast.Price must be worth of RS.12000.Display is good.

"
Rosal Jain,"
The ideal Mobile for Non Gamers
",5,"

  Literally the best mobile for non gamersYou are getting best display, best battery, a very capable camera and ofc One UI 2 at this price point. You can do smooth gaming on low settings. This mobile does not have a very powerful processor. Not suggested for those who play intensive games

"
NARESH KUMAR,"
Battery monster. Overall nice phone
",4,"

   I found this phone to be really a monster in terms of it's battery. It's display is literally fascinating at this price range. It's features, updates and sensors are well good and decent. I found that it's camera is not upto the mark but it's not compromising either. Being samsung, it hangs sometimes but recovers within 3-4 sec. Overall a nice phone to buy at this price range with a samsung tag.

"
shailesh,"
Buttery Smooth
",4,"

  This device is a charm to use.  The One UI is fluid and display...OMG : The Best.Everything is just perfect in this phone. The Widevine support with Dolby Atmos is heaven for binge watchers. Games's experience is also good.The Battery usually lasts 2 days after normal usage.The Camera is exceptionally well according to its price.I just love Samsung.

"
surojit das,"
The Best phone at this Price Range
",5,"

  The Battery life is awesome. I use the phone all day and can't see the full charged phone below 50 percent. The 64 megapixels camera is mind blowing, I never regret buying this phone. I suggest this to everyone. Don't buy the Chinese phones with those fake camera features and stuff, This phone is perfect. It is truly made in India and made for India, Really impressed by Samsung.

"
Anant Chauhan,"
Don't think go and buy Samsung galaxy M31!!it's jus awesome 👌
",1,"

  1.Display clarity very nice(s amold)2.Battery backup awesome 6000mah.3.camera outstanding 64mp and night mode is very very clear and good.4.sound effect chanceless (Dolby 360)5. I love blue.. this ocean blue looks so classy..6. Suitable for budget .. Reasonable price with all good features.. simply go for it. No second option.

"
Amazon Customer,"
Overall best....m
",5,"

  At these price range best phone...I love Samsung...After 4 months review..#Pros:Display is very good.......to be continued....#Cons:Only figures are good...🤔Not reality😤,Battery is  6000 mah,May be 1 day with normal usage....😅Camera is so DISAPPOINTED 🥵Build quality not satisfied...😵...

"
Vandhana g,"
TERRIFIC PURCHASE!!
",5,"

  Impressed by its beautiful display!!The 6000 mah is not upto the expectation.. lasts one day after moderate usage..But the system UI is just amazingNo ads at all which is impressive and the dark mode saves a lot of battery drainingBest non Chinese mid range phone till dateYou can absolutely buy it without any problemYou can approach to buy it with closed eyes!!

"
Patel marut,"
Read it.
",5,"

  A must buy product !!! But the pricing interms of the provided processor is really much high. The camera my god is awesome. The battery lasts roughly for 1.5 days. The phone is great but the design is looks old. And buy a case as well case it is a scratch magnet. Thank you.

"
Aditya Prakash,"
Good product in this price range
",4,"

  Review after a month of purchase:Probably the best Non-Chinese product at this price. The display is upto the mark. The back camera is good, the front camera, however, could have been better. The battery charges quickly and stays for a long time inspite of a heavy useage. No heating like MI phones. Should definitely go for this if you want a good, durable phone in this range.

"
Riktendra Saha,"
Macro  camera  review
",5,"

  You may get a lot of review about  camera  quality. No doubt  that  its good one as compared with  price  range. But the most amazing feature is MACRO photos.the pictures are so clear  that u can send it to the doctor and gets the medicine  without  actually  visiting him. In this PANDEMIC CRISIS it's the best and thus you can stay safe.....Keep up good work  SAMSUNG TEAM!!!!

"
Vinisha Sonawane,"
Very useful product
",4,"

  Very good product.Fabulous fingerprint reader..it works in a fraction of second..Marvellous battery life..it stays for 1 and 1/2 day with continuous use..as during lockdown i use it like almost every hour..Very good specification for camera..i can capture daytime and night time sky and the beautiful scenery of nature for my future memories...Thanks Samsung for this product..

"
Praveen Kumar Yadav,"
M31 is the good mobile with extraordinary performance
",4,"

  Samsung Galaxy M31 is the best budget mobile phone in the market by now .Delivery was done by Amazon agent safely and promptly.The M31 has a good battery and Camera. I the condition of the mobile was good .I hope that Samsung may release still more Good colors  ,The display is good ,it has a smooth sensing Amazon did a great job by bringing the phone online and deleveraging safely

"
shailesh,"
A true value for money phone!!
",4,"

  Finally a budget phone which is truly a flagship killer. A blind choice for specially those who extensively use their phone all day long till late night. 6000 mAh says it all!! Macro lens is a very good add to the phone and like always Samsung is very good with its display but to providing it to a budget phone is also an added benifit.The best part about this phone is even though it has such a big battery spec it feels light and good to hold.

"
surojit das,"
Superb phone
",5,"

  Good phone for the price. Comparable to any phone under 30k. For normal usage like camera, picture quality and snappy performance, no need to spend anything more.

"
Rajath dalavaye,"
It's a fully loaded and value for money phone
",1,"

  Great Phone in this budget,  biggest off all reason it's not Chinese , great camera quality , captures great pictures even in low lights, great inbuilt Samsung apps , was little upset with the battery drain issue at first but upon changing the default  video home screen and lock screen , battery drain issue has been resolved , definitely recommend phone , it's a fully loaded phone at great price .

"
Mumbai resident,"
Not good for heavy gaming
",5,"

  The overall performance of the phone is good. But while playing games like call of duty you will find little lags. So for heavy gaming not so recommended.

"
Chandan Gupta,"
Honest review!!
",5,"

  It is a good phone in this range. Look wise ,it is a beautiful and smart one but quite heavy.Finger print reader works amazing.Sound quality is also good.I have been using this phone from last one week  and the only problem i discovered is this phone gets hang up sometimes.I have heard it from someone that samsung phones hanges up and now i am experiencing that.Rest all is good about this phone.

"
kshitij,"
Waited long 3years for an ideal midrange phone!got it..
",5,"

  I was waiting for 3 years for the right phone. Right price. Best of features in a midrange segment.Really happy to have found the right phone.Great camera.Being a doctor-long battery life really supports my work schedule.apart from the backside being a fingerprint magnet for my oily hands""no backcover provided with the pack""..its really handy!superamoled display is just lit!and a lightning fast delivery by amazon prime.

"
meenakshi tyagi,"
Really Megamonster
",4,"

  Battery is very good but 15watt charger not good Or Camera quality good but Front camera not good knox security Samsung smartphone best security but this handset no security features is better fingerprint or face lock is fast  all over best smartphone in other smartphone or no cover no tempered glass in the box is bad but No problem  that's Smartphone are All over Allrounder Smartphone in the 2020 in mid range smartphone

"
Muhammed Shiraz,"
Good change from MI Phones
",4,"

  Samsung M31 is a good option at this prize range.Good camera quality,Sufficient sound,Enough Ram (have 6GB 128GB variant) andFast fingerprint scanner(I personally like the physical one at the back than the on screen ones)Just one problem (or may be just I am feeling it) - This phone takes ages to charge 100% as it does not support fast charging.

"
Yogesh Solanki,"
Value for Money Phone with Awesome Battery Life
",4,"

  Its a good buy and worth the cost, display is good and nice camera clarity. Good for making phone calls and has good signal strength compared to other brands. Phone feels premium and watching movies and games is good with the display. Have been playing PUBG with this and there is no problem at all, very rarely I see some lags. Overall a best value for money phone

"
Matin Shaikh,"
Charging adapter is complaint
",5,"

  My charging adapter failed to work after 2 month usaage onlyyThen also one problem speed of the internet catching power is low compared to other phone.

"
shailesh,"
Samsung M31 review
",4,"

  Awesome product. Very good battery life lasts almost two days. The camera is superb with crystal clear shots.I have yet to go into the full extent of the camera features.A must buy at this price.

"
surojit das,"
Go for it...
",5,"

  If u r going for samsung this phone is best at this price range. Slight problem in charging as it takes large charging time as only 15W high speed charging is supported and it takes near about 2 and a half hour to fully charge. but it is compensated by the battery life, nearly 2 days at moderate usage. Camera quality is not the best but average.

"
Sujoy Mukerji,"
Budget friendly features
",1,"

  After using 20 days,i am writing this review,battery is ok but 6000mah is little bit publicity. Camera is good,but 26-20 MP to 48-64MP,should have clear difference but i found nothing. In my previous phone camera was 16MP now 64 MP but quality is slightly better,ofcourse macro,depth etc are extra features.Screen is superb also the resolution.No heating issue till now.

"
Amazon Customer,"
Buy this Phone without having any Second Thoughts.
",5,"

  Finally I find the phone for which I was looking so far. If you wanted to buy this phone than go for it without any second thoughts. At this price range its awesome. And it's far far better than many other Brands which offer several phone in this price range. And finally I would like to say that we all know about Samsung , it's a Mythical Brand. So no words needed to describe it.

"
Manas Kabiraj,"
High quality tech. That's all it is.
",5,"

  The finger print reader is very fast processing. It recognises your print instantly. Battery life is exceedingly satisfying. A morning charge and all day long usage. Watching movies, listening to songs, playing games, u name it. A total package, i say. The camera quality is beyond imagination. If u can shoot it, u can flaunt it. And i guarantee, with this phone flaunting is all there is left to do.

"
Mukul Rathore,"
Real Mega Monster31
",4,"

  One of the Best camera phone in the market at this price point. It has a real Monster Battery

"
Joginder Singh Chauhan,"
Very good phone
",5,"

  It's a very nice smartphone and there is a software that automatically cleared all the junk files that a nice point and it's battery life works upto a day if you use it and camera quality is also very good and it's fingerprint works very fast and there is a option in which you can turn your torch brightness high or low that's a good thing.. So it's a good phone suggested by me. You could buy it..

"
Prashant L Korade,"
Best mid-budget phone. A little heavy...
",5,"

  It's an exceptional phone in every way possible but heavier compared to Samsung's flagship. The facial recognition is not great but the fingerprint sensor and the gestures are on par with the latest tech on the market. Great camera set up but I personally expected better performance from 4 cameras on the rear

"
Pummy Sankhla,"
One of the  best mobile in which best features are available.
",5,"

  M31 is very impressive.  Battery  backup  is very good, camera quality  is very good. Finger print and face scan is good. Smooth  multitasking.  Watching  movies  on m31 is best experience . There are also good. Performance  to manna padega m31 ka,makhkhan k jaisa. Slowmtion ka to addict ho gya. Camera picture pure nikhar k aata h. Front camera is awesome. Design  is pretty impressive.  Price v sahi h. Aur kya batayenge. Words ni mil rhe h😊

"
Shalini M.,"
SAMSUNG GALAXY M31 is actually a MEGA MONSTER
",4,"

  Excellent rear and front camerasDisplay is amazing.Fast fingerprint sensor  it worked every time without fail.Battery is very good I get about 2 day of battery backup and it also charges 0-80 % quite fast considering its 6000mah battery.It's very durable it actually fell from the balcony and survived with just minor scratches at the back.User interface and Gaming is also quite good.

"
shailesh,"
Paisa vasul phone...! Go for it.
",4,"

  1- Phone built quality is good.2- Camera is superb.3- Face recognition is fast and accurate.4- Fingerprint sensor is fast.5- On medium usage battery last for about 1 - 2 days6 - It takes usually long time to get fully charged which is about 2hr to 2.30 hr.7- Gaming experience is osm.Over all Samsung Galaxy M31 is very good phone.

"
surojit das,"
Value for money
",5,"

  Worth for the money paid,Battery lasting for 1 complete dayCamera is good ,Comparing to other M series phone,It has some additional features.Look wise phone is not up to mark,but its slim...

"
Harsh Verma,"
Samsung M31 is really a cool device
",1,"

  Really awesome phone, I would even suggest you to get this. The camera is really superb, there are really many features in the camera...even the front cam is really good, and obviously a 6gb ram is really very supportive for the games...even the charging speed with the provided charger is really good, it do even got many hidden options...you must have patience to unleash this monster...

"
joe,"
Best phone in this price range.
",5,"

  I have been using this phone for sometime now and no problems so far.fingerprint reader gives you a new age feel and is very convenient. I basically got this phone for its battery life and storage and I am happy with those features.but its camera quality is what sets it apart in this price range.Over all a good buy.👍

"
Rishi,"
Amoled display with good battery backup
",5,"

  Poor quad camera performance as compare to my old Samsung S7. Front camera is perfect for selfies. Good for storage of huge data, 128 GB / 6 GB. 👍 screen display quality is outstanding

"
Ritzy,"
Samsung
",5,"

  The fingerprint reader and face recognition is too quick working ,the battery is too good to use but the problem is that it take 2 and half hour of charging as it support 15 w charging but it also good and the camera quality is too good to use and camera has many unique features and it has best night view front camera.and hence therefore processor is too good to use .Thank you samsung

"
Jagjit Singh,"
Amazing in this price
",5,"

  It is basically very good phone for student who have to study for a longer time and all about phon is it seems good look attractive and with a #megamonster battery life ... i am sharing of my experience  of 30 day that this phon contain all needs of student... i recommend  it for students 😀 👍

"
Mritunjay kumar,"
Samsung brand works very great in android function
",5,"

  Samsung Galaxy m31 phone is really osmm ....Thats battery works very greatI really realize this phone camera is too goodNd processor nd system function is work very greatI recommend all the people you should  also take this m31Its really impressive phone

"
Shivam yadav,"
A complete package in budget
",5,"

  Samsung just proved its power through dis phone.AfforfableGreat cameraSuperb display, way better than any brand in dis price segment.Super convinientAwesome gaming experience and gaming modeHigh screen refresh rateAnd super handy.

"
keshuu singh,"
Excellent phone
",5,"

  This mobile is excellent in all features. I am using it from almost 2 months.Excellent camera quality.Excellent battery backup  ( battery fully charged within 2 and 1/2 hours) and last for almost 2 days.Display is very good.In this budget excellent phone also above all it is made in India.

"
shailesh,"
Recommended
",4,"

  Excellent device for the price. The UI was one of the reasons why I chose this device over the competitors, and it never fails to impress. Fingerprints are recognized superfast, and overall the device is fast and smooth and handles most tasks successfully. Would recommend for anyone looking for a great phone with a great user experience.

"
surojit das,"
Love Samsung
",5,"

  Best performancefocus mode of this phone is very good and macro shoots picture  really gorgeousand battery is really  like a megamonster, in lockdown period battery really helpfull to meand i really enjoy pubg mobile in this phone with exynos 9611octa core processoror Samsung super amoled display 👌👌👌i am very happy with this Samsung Galaxy M31 megamonster phonethank you Samsung

"
Ashwin,"
Good product in this price range
",1,"

  Overall a nice mobile....6gb ram and good photo quality plus a long battery life. Gifted to my wife.I am not writing a detailed pros/cons review...but its good mobile

"
Rahul,"
Superb phone..a sure thing to buy.
",5,"

  Much better phone than any of its competitors in the same price range.Better than Note 9 Pro for sure.Plus its a brand which gives after sales services better than REDMI.

"
Neo,"
Samsung  m31
",5,"

  I have used this device for 5months now ..Its is a nice device for collage students as ut has a massive 6000 amps battery, decent gaming  (hdr ultra on pubg) .. comming to camera it has a samsung gm1 sensor which is optimised well with this device night pics are nice too ...  many people prefer  s amoled screen (for netflix) it will not disappoint  you and will  stand to your expectations... Hope it helps😃Thank you...

"
Tushar,"
Samsung Galaxy M31 Rocks
",5,"

  It's best smartphone in this budget.You can't ask more in such price range.screen quality is superb, super responsive, very good camera and yes Samsung brand.Hope it will be same in long run but, so far so good.Don't choose chinese, Just go for it!

"
